Event 0
nTracks 10
5 : 1.91238
6 : 0.925279
7 : 0.786007
8 : 0.419133
9 : 2.77001
Event 3220
nTracks 10
0 : 2.4083
1 : 1.97099
2 : 0.881864
3 : 0.527757
4 : 1.85303
5 : 1.45873
6 : 0.284042
7 : 1.48677
8 : 0.0680275
9 : 0.362704
Event 3221
nTracks 10
0 : 2.62785
1 : 1.24734
2 : 1.35168
3 : 2.91617
4 : 1.39405
5 : 2.42558
6 : 2.5003
7 : 2.76673
8 : 0.0749891
9 : 2.06507
Event 3222
nTracks 10
0 : 0.88796
1 : 0.92207
2 : 0.618229
3 : 3.087
4 : 0.672214
5 : 2.22409
6 : 2.00816
7 : 1.9049
8 : 1.56489
9 : 2.22387
Event 3223
nTracks 10
0 : 1.57233
1 : 0.695354
2 : 2.99877
3 : 1.42502
4 : 2.74287
5 : 0.924581
6 : 3.00023
7 : 1.51591
8 : 2.03524
9 : 0.0440687
Event 3224
nTracks 10
0 : 0.71625
1 : 2.05517
2 : 2.93743
3 : 0.35061
4 : 0.554782
5 : 2.70803
6 : 2.6402
7 : 1.31854
8 : 1.90912
9 : 2.68994
Event 3225
nTracks 10
0 : 1.80826
1 : 0.846531
2 : 2.1052
3 : 2.32925
4 : 0.64123
5 : 2.39113
6 : 3.07013
7 : 0.458034
8 : 2.40065
9 : 0.18447
Event 3226
nTracks 10
0 : 2.10349
1 : 1.45851
2 : 2.92338
3 : 2.17783
4 : 2.91293
5 : 2.79371
6 : 2.32027
7 : 2.73476
8 : 2.05574
9 : 2.4864
Event 3227
nTracks 10
0 : 3.04268
1 : 1.65541
2 : 1.29778
3 : 2.28186
4 : 0.681181
5 : 1.389
6 : 1.5336
7 : 0.908897
8 : 2.25193
9 : 1.09355
Event 3228
nTracks 10
0 : 0.827659
1 : 3.13483
2 : 1.82913
3 : 2.37692
4 : 2.40267
5 : 0.139419
6 : 2.88823
7 : 0.732816
8 : 2.97077
9 : 2.01383
Event 3229
nTracks 10
0 : 0.600191
1 : 1.95737
2 : 2.53014
3 : 0.0182808
4 : 1.41017
5 : 2.25367
6 : 1.01439
7 : 0.941932
8 : 1.90653
9 : 1.77708
Event 3230
nTracks 10
0 : 0.175761
1 : 1.11198
2 : 0.340407
3 : 1.32602
4 : 2.09084
5 : 2.09856
6 : 0.38805
7 : 0.105215
8 : 0.170991
9 : 1.08882
Event 3231
nTracks 10
0 : 0.0653243
1 : 0.591697
2 : 2.37062
3 : 2.64511
4 : 0.733376
5 : 2.16549
6 : 2.82738
7 : 0.816503
8 : 0.808594
9 : 2.90908
Event 3232
nTracks 10
0 : 1.59069
1 : 1.40084
2 : 2.5141
3 : 0.0976557
4 : 2.61127
5 : 1.32741
6 : 2.70662
7 : 1.01364
8 : 0.780375
9 : 2.43036
Event 3233
nTracks 10
0 : 0.884615
1 : 2.61236
2 : 0.980689
3 : 1.67284
4 : 1.29993
5 : 2.69132
6 : 2.96181
7 : 0.700411
8 : 2.78913
9 : 2.53083
Event 3234
nTracks 10
0 : 2.43396
1 : 0.455545
2 : 1.89325
3 : 2.63826
4 : 1.0031
5 : 2.60977
6 : 0.299653
7 : 2.31225
8 : 1.4576
9 : 0.939706
Event 3235
nTracks 10
0 : 0.807022
1 : 2.31222
2 : 2.42057
3 : 2.84642
4 : 0.165735
5 : 2.00032
6 : 2.16218
7 : 0.170773
8 : 1.88835
9 : 0.763109
Event 3236
nTracks 10
0 : 1.7178
1 : 1.39206
2 : 2.57013
3 : 2.34215
4 : 2.56919
5 : 2.18085
6 : 0.303644
7 : 2.80171
8 : 0.237362
9 : 0.871619
Event 3237
nTracks 10
0 : 0.362641
1 : 2.48656
2 : 1.98954
3 : 2.53479
4 : 1.81234
5 : 2.37486
6 : 0.479813
7 : 0.468785
8 : 2.5456
9 : 2.70701
Event 3238
nTracks 10
0 : 2.80462
1 : 0.783732
2 : 2.83607
3 : 1.46502
4 : 0.774569
5 : 1.24115
6 : 1.06109
7 : 1.32273
8 : 2.28764
9 : 1.65905
Event 3239
nTracks 10
0 : 1.64105
1 : 0.770916
2 : 2.49375
3 : 2.7043
4 : 1.50853
5 : 2.17057
6 : 1.4582
7 : 0.399135
8 : 2.80075
9 : 0.461115
Event 3240
nTracks 10
0 : 2.7717
1 : 1.39218
2 : 2.30497
3 : 1.2628
4 : 0.886236
5 : 0.684913
6 : 3.10882
7 : 1.87962
8 : 1.98855
9 : 3.03579
Event 3241
nTracks 10
0 : 3.10338
1 : 2.10981
2 : 1.89854
3 : 1.85791
4 : 1.38642
5 : 0.839408
6 : 0.222233
7 : 2.34587
8 : 2.62004
9 : 0.420528
Event 3242
nTracks 10
0 : 0.292196
1 : 2.36609
2 : 2.00813
3 : 2.42618
4 : 1.05986
5 : 1.48798
6 : 0.529639
7 : 0.744542
8 : 0.746363
9 : 2.62297
Event 3243
nTracks 10
0 : 1.74284
1 : 0.326809
2 : 2.68851
3 : 2.59623
4 : 0.548708
5 : 1.13772
6 : 2.42417
7 : 2.91313
8 : 2.42161
9 : 0.37229
Event 3244
nTracks 10
0 : 2.41658
1 : 2.70105
2 : 1.23191
3 : 2.83882
4 : 1.06644
5 : 0.639445
6 : 1.46213
7 : 0.996545
8 : 2.89628
9 : 0.253418
Event 3245
nTracks 10
0 : 3.08268
1 : 2.63675
2 : 2.40711
3 : 0.483842
4 : 1.2925
5 : 0.0740436
6 : 2.79996
7 : 3.1413
8 : 0.955473
9 : 2.18063
Event 3246
nTracks 10
0 : 1.35932
1 : 1.92264
2 : 2.76883
3 : 0.924628
4 : 1.30324
5 : 0.0891422
6 : 1.1359
7 : 0.228949
8 : 1.64703
9 : 2.99745
Event 3247
nTracks 10
0 : 2.88352
1 : 0.561739
2 : 2.72317
3 : 2.03515
4 : 2.83089
5 : 0.802543
6 : 2.16913
7 : 0.684961
8 : 1.77209
9 : 1.96654
Event 3248
nTracks 10
0 : 2.66769
1 : 0.310657
2 : 3.03591
3 : 0.0819955
4 : 2.41437
5 : 1.3619
6 : 2.3672
7 : 1.90694
8 : 0.760688
9 : 0.154015
Event 3249
nTracks 10
0 : 0.410141
1 : 1.49723
2 : 1.47002
3 : 1.39158
4 : 0.784826
5 : 1.32872
6 : 1.91029
7 : 1.19342
8 : 1.18821
9 : 0.890473
Event 3250
nTracks 10
0 : 3.03949
1 : 0.0144445
2 : 0.152214
3 : 2.23195
4 : 1.08167
5 : 1.88718
6 : 2.22968
7 : 2.82994
8 : 2.1596
9 : 1.86717
Event 3251
nTracks 10
0 : 0.186145
1 : 1.7761
2 : 2.90819
3 : 0.687437
4 : 2.14884
5 : 2.42199
6 : 0.772189
7 : 2.77824
8 : 2.06936
9 : 0.33454
Event 3252
nTracks 10
0 : 3.08692
1 : 0.662377
2 : 1.63909
3 : 1.16833
4 : 2.98495
5 : 1.81591
6 : 3.05786
7 : 2.94474
8 : 1.58547
9 : 0.357355
Event 3253
nTracks 10
0 : 2.07476
1 : 0.990519
2 : 2.50304
3 : 1.94437
4 : 2.63205
5 : 0.338263
6 : 0.231467
7 : 2.71305
8 : 2.01546
9 : 2.75043
Event 3254
nTracks 10
0 : 0.720443
1 : 0.351625
2 : 1.57894
3 : 0.405898
4 : 0.767365
5 : 0.564663
6 : 0.478098
7 : 2.85458
8 : 0.71682
9 : 2.80622
Event 3255
nTracks 10
0 : 2.71198
1 : 2.55162
2 : 2.43784
3 : 2.55925
4 : 0.518203
5 : 2.24475
6 : 0.540954
7 : 2.49406
8 : 2.99103
9 : 0.449971
Event 3256
nTracks 10
0 : 0.215604
1 : 0.705976
2 : 0.339095
3 : 0.232473
4 : 0.410331
5 : 1.85569
6 : 3.00275
7 : 3.13921
8 : 3.12552
9 : 1.99446
Event 3257
nTracks 10
0 : 1.61099
1 : 1.81975
2 : 0.124297
3 : 0.460807
4 : 1.4011
5 : 2.87598
6 : 2.69367
7 : 0.436332
8 : 1.79968
9 : 2.93477
Event 3258
nTracks 10
0 : 0.0308632
1 : 0.459573
2 : 1.65962
3 : 2.82953
4 : 1.69704
5 : 2.09005
6 : 2.68286
7 : 2.53481
8 : 0.565681
9 : 1.78262
Event 3259
nTracks 10
0 : 1.12393
1 : 0.554697
2 : 1.87231
3 : 0.950113
4 : 0.466402
5 : 2.10379
6 : 0.377407
7 : 0.666769
8 : 0.605336
9 : 2.95092
Event 3260
nTracks 10
0 : 2.59684
1 : 2.78926
2 : 0.69503
3 : 1.49489
4 : 2.47714
5 : 2.54896
6 : 2.30423
7 : 0.7757
8 : 0.108792
9 : 1.66197
Event 3261
nTracks 10
0 : 1.33329
1 : 0.154481
2 : 1.07364
3 : 0.63553
4 : 2.33549
5 : 0.367315
6 : 1.97068
7 : 2.91175
8 : 2.92227
9 : 2.50612
Event 3262
nTracks 10
0 : 2.38041
1 : 0.976711
2 : 2.67013
3 : 2.92649
4 : 2.63049
5 : 2.92284
6 : 0.355996
7 : 2.98506
8 : 2.95979
9 : 2.84161
Event 3263
nTracks 10
0 : 1.47783
1 : 2.57883
2 : 2.99037
3 : 3.00516
4 : 0.609788
5 : 1.87541
6 : 2.79382
7 : 0.0938014
8 : 2.28787
9 : 2.2444
Event 3264
nTracks 10
0 : 1.88858
1 : 2.27728
2 : 1.06411
3 : 2.70655
4 : 3.03232
5 : 0.491005
6 : 0.234073
7 : 1.05556
8 : 1.50761
9 : 0.903213
Event 3265
nTracks 10
0 : 1.54864
1 : 2.99736
2 : 0.177662
3 : 1.37362
4 : 0.527668
5 : 0.899723
6 : 0.655256
7 : 1.26878
8 : 2.78729
9 : 2.2907
Event 3266
nTracks 10
0 : 0.483439
1 : 0.329569
2 : 2.61069
3 : 2.84776
4 : 3.07231
5 : 3.07847
6 : 1.88045
7 : 2.67391
8 : 3.03896
9 : 0.35642
Event 3267
nTracks 10
0 : 2.07516
1 : 0.639773
2 : 3.08371
3 : 0.846588
4 : 1.23633
5 : 2.44084
6 : 2.36373
7 : 1.33757
8 : 1.29741
9 : 2.30647
Event 3268
nTracks 10
0 : 2.27445
1 : 0.046447
2 : 2.2532
3 : 0.534113
4 : 1.88571
5 : 2.02236
6 : 0.919845
7 : 0.863094
8 : 1.66115
9 : 1.96081
Event 3269
nTracks 10
0 : 1.0351
1 : 2.93919
2 : 3.03755
3 : 1.13921
4 : 0.0873871
5 : 2.73656
6 : 0.240339
7 : 1.98262
8 : 0.932035
9 : 2.58944
Event 3270
nTracks 10
0 : 1.28863
1 : 0.241611
2 : 2.55191
3 : 0.0741987
4 : 1.85456
5 : 1.21694
6 : 0.0402574
7 : 2.00054
8 : 1.67269
9 : 2.12716
Event 3271
nTracks 10
0 : 1.6424
1 : 0.878915
2 : 1.5029
3 : 1.22585
4 : 0.971074
5 : 0.37929
6 : 1.06167
7 : 2.93694
8 : 0.761135
9 : 1.61815
Event 3272
nTracks 10
0 : 1.64222
1 : 1.52093
2 : 1.04617
3 : 1.39725
4 : 0.584404
5 : 1.9594
6 : 1.34473
7 : 2.70951
8 : 0.265753
9 : 1.51759
Event 3273
nTracks 10
0 : 1.51687
1 : 1.16548
2 : 3.12847
3 : 1.02628
4 : 2.80556
5 : 2.4756
6 : 2.09983
7 : 0.165437
8 : 1.60274
9 : 0.6677
Event 3274
nTracks 10
0 : 2.01332
1 : 0.0545038
2 : 0.942594
3 : 0.475843
4 : 0.889689
5 : 1.97544
6 : 0.407177
7 : 0.63209
8 : 2.24499
9 : 2.20361
Event 3275
nTracks 10
0 : 0.623799
1 : 0.346303
2 : 0.806581
3 : 0.193117
4 : 1.33694
5 : 1.44484
6 : 2.50762
7 : 2.26183
8 : 1.15041
9 : 2.97325
Event 3276
nTracks 10
0 : 3.04692
1 : 0.194025
2 : 0.43161
3 : 2.91779
4 : 2.26147
5 : 1.98239
6 : 0.650932
7 : 2.00719
8 : 1.9922
9 : 1.7415
Event 3277
nTracks 10
0 : 2.7616
1 : 0.0974514
2 : 0.435564
3 : 0.430882
4 : 1.78715
5 : 0.691609
6 : 2.08807
7 : 2.72025
8 : 0.751898
9 : 2.98413
Event 3278
nTracks 10
0 : 0.555591
1 : 0.403423
2 : 3.13785
3 : 1.18773
4 : 1.15444
5 : 2.40728
6 : 0.527869
7 : 0.487571
8 : 0.437603
9 : 2.70014
Event 3279
nTracks 10
0 : 0.460382
1 : 2.04051
2 : 0.900877
3 : 1.64056
4 : 1.28928
5 : 0.530435
6 : 1.38528
7 : 3.03366
8 : 1.65131
9 : 2.8469
Event 3280
nTracks 10
0 : 2.56896
1 : 1.06745
2 : 2.36745
3 : 0.634453
4 : 1.10795
5 : 2.95377
6 : 2.15247
7 : 0.399877
8 : 2.65529
9 : 1.89443
Event 3281
nTracks 10
0 : 1.33044
1 : 2.96453
2 : 2.71757
3 : 2.5798
4 : 1.88633
5 : 0.743642
6 : 1.00196
7 : 0.182676
8 : 2.84773
9 : 0.713545
Event 3282
nTracks 10
0 : 2.61046
1 : 2.60009
2 : 3.01565
3 : 0.71044
4 : 2.30162
5 : 1.40634
6 : 1.03349
7 : 2.32423
8 : 0.994789
9 : 1.98577
Event 3283
nTracks 10
0 : 2.08618
1 : 2.22112
2 : 2.72283
3 : 1.12133
4 : 2.78912
5 : 1.01323
6 : 0.859963
7 : 0.827091
8 : 0.0840932
9 : 1.5946
Event 3284
nTracks 10
0 : 2.88744
1 : 3.13792
2 : 0.153379
3 : 2.63298
4 : 1.29495
5 : 2.48076
6 : 1.69413
7 : 1.94488
8 : 2.65658
9 : 0.484414
Event 3285
nTracks 10
0 : 1.90866
1 : 1.30131
2 : 1.78626
3 : 2.58883
4 : 1.27896
5 : 2.69588
6 : 1.06758
7 : 2.30243
8 : 2.30574
9 : 0.55741
Event 3286
nTracks 10
0 : 1.63577
1 : 2.12829
2 : 2.78765
3 : 2.69873
4 : 1.88178
5 : 2.06919
6 : 2.92163
7 : 2.28661
8 : 0.177743
9 : 0.66322
Event 3287
nTracks 10
0 : 1.44201
1 : 0.703724
2 : 2.78473
3 : 2.97005
4 : 0.540772
5 : 1.70159
6 : 1.20516
7 : 1.04801
8 : 0.174317
9 : 1.9416
Event 3288
nTracks 10
0 : 2.42886
1 : 2.59935
2 : 2.15278
3 : 1.75058
4 : 2.3594
5 : 1.66526
6 : 0.242674
7 : 2.97419
8 : 1.5797
9 : 2.21941
Event 3289
nTracks 10
0 : 0.868184
1 : 1.80475
2 : 2.9075
3 : 1.12859
4 : 1.71286
5 : 1.36754
6 : 2.56283
7 : 2.06484
8 : 2.63463
9 : 0.0639329
Event 3290
nTracks 10
0 : 2.72135
1 : 2.48347
2 : 3.00826
3 : 2.18788
4 : 0.957808
5 : 2.20463
6 : 2.26291
7 : 0.0473927
8 : 1.57065
9 : 2.64361
Event 3291
nTracks 10
0 : 1.71851
1 : 2.69896
2 : 0.524181
3 : 2.9655
4 : 2.23097
5 : 0.588696
6 : 0.033572
7 : 0.19455
8 : 2.79689
9 : 1.26208
Event 3292
nTracks 10
0 : 2.61732
1 : 0.670691
2 : 0.196832
3 : 3.13491
4 : 0.77742
5 : 0.334883
6 : 0.949394
7 : 1.22119
8 : 1.35153
9 : 2.20777
Event 3293
nTracks 10
0 : 0.770847
1 : 1.66111
2 : 1.82513
3 : 3.06887
4 : 0.735227
5 : 1.80556
6 : 2.3802
7 : 2.85847
8 : 1.31176
9 : 2.97169
Event 3294
nTracks 10
0 : 2.09316
1 : 0.310578
2 : 1.57308
3 : 2.70384
4 : 0.666974
5 : 1.46249
6 : 1.0767
7 : 1.49578
8 : 1.68458
9 : 3.07831
Event 3295
nTracks 10
0 : 1.42646
1 : 2.37293
2 : 0.42818
3 : 1.96252
4 : 2.88325
5 : 2.11262
6 : 2.7383
7 : 0.102275
8 : 2.29128
9 : 1.07784
Event 3296
nTracks 10
0 : 0.380523
1 : 2.17025
2 : 0.55085
3 : 2.63137
4 : 1.75912
5 : 1.8751
6 : 1.32024
7 : 2.66332
8 : 2.39561
9 : 2.38267
Event 3297
nTracks 10
0 : 1.54848
1 : 0.0594081
2 : 1.72768
3 : 2.79675
4 : 1.42134
5 : 1.42136
6 : 1.71033
7 : 0.442666
8 : 0.205926
9 : 1.62819
Event 3298
nTracks 10
0 : 0.650985
1 : 1.74132
2 : 0.264059
3 : 0.101964
4 : 1.34362
5 : 1.667
6 : 1.16017
7 : 3.10721
8 : 2.35369
9 : 1.78664
Event 3299
nTracks 10
0 : 1.59618
1 : 0.775671
2 : 0.87431
3 : 2.22224
4 : 2.28793
5 : 2.94392
6 : 1.11802
7 : 1.07047
8 : 2.93768
9 : 1.96851
Event 3300
nTracks 10
0 : 1.36227
1 : 1.02558
2 : 0.30263
3 : 0.203264
4 : 2.90843
5 : 2.04465
6 : 1.55132
7 : 3.0723
8 : 2.91174
9 : 0.537728
Event 3301
nTracks 10
0 : 1.931
1 : 0.475351
2 : 0.378361
3 : 1.34747
4 : 0.301408
5 : 2.13229
6 : 1.61204
7 : 1.81506
8 : 0.816982
9 : 0.423286
Event 3302
nTracks 10
0 : 2.06353
1 : 2.96375
2 : 0.236171
3 : 2.09933
4 : 2.81916
5 : 2.61401
6 : 0.537651
7 : 1.94249
8 : 1.26155
9 : 2.53263
Event 3303
nTracks 10
0 : 1.25118
1 : 0.645045
2 : 0.134689
3 : 2.41425
4 : 1.11908
5 : 2.21299
6 : 0.941764
7 : 1.78716
8 : 0.0736688
9 : 1.37732
Event 3304
nTracks 10
0 : 2.27595
1 : 0.499944
2 : 2.69039
3 : 2.04155
4 : 0.34592
5 : 2.32462
6 : 2.29261
7 : 0.377683
8 : 1.15137
9 : 0.698234
Event 3305
nTracks 10
0 : 3.06495
1 : 1.86832
2 : 2.52599
3 : 2.58344
4 : 3.0894
5 : 2.45443
6 : 2.44372
7 : 2.70646
8 : 1.27013
9 : 0.917715
Event 3306
nTracks 10
0 : 1.68554
1 : 2.95096
2 : 0.848524
3 : 3.05801
4 : 1.81556
5 : 2.41027
6 : 0.0890531
7 : 0.874938
8 : 2.76415
9 : 0.701412
Event 3307
nTracks 10
0 : 0.458454
1 : 1.05882
2 : 1.20457
3 : 0.936122
4 : 2.30475
5 : 2.92251
6 : 2.93064
7 : 2.80295
8 : 0.662677
9 : 2.42211
Event 3308
nTracks 10
0 : 1.71303
1 : 1.30527
2 : 0.0331573
3 : 0.741503
4 : 1.74663
5 : 0.927108
6 : 2.16186
7 : 1.96792
8 : 1.16458
9 : 2.73468
Event 3309
nTracks 10
0 : 2.90995
1 : 0.563667
2 : 3.11863
3 : 2.40649
4 : 2.17352
5 : 2.95412
6 : 2.65398
7 : 2.35638
8 : 1.53753
9 : 1.72388
Event 3310
nTracks 10
0 : 2.01128
1 : 0.415428
2 : 2.96563
3 : 2.92618
4 : 0.48484
5 : 0.87013
6 : 0.864905
7 : 2.58842
8 : 0.96401
9 : 1.7107
Event 3311
nTracks 10
0 : 2.72515
1 : 2.87824
2 : 0.577794
3 : 2.0492
4 : 1.84257
5 : 1.46541
6 : 2.54286
7 : 2.14161
8 : 1.03727
9 : 2.80107
Event 3312
nTracks 10
0 : 1.55228
1 : 1.51043
2 : 0.392637
3 : 0.710518
4 : 1.38045
5 : 2.75558
6 : 1.04042
7 : 1.4092
8 : 0.754155
9 : 2.49334
Event 3313
nTracks 10
0 : 0.770127
1 : 2.66906
2 : 1.7807
3 : 0.438724
4 : 2.06914
5 : 2.26166
6 : 0.340174
7 : 0.0404452
8 : 2.49936
9 : 1.23664
Event 3314
nTracks 10
0 : 1.10147
1 : 0.192401
2 : 2.23703
3 : 2.07632
4 : 0.30207
5 : 0.920683
6 : 0.98456
7 : 1.43233
8 : 1.06704
9 : 2.80509
Event 3315
nTracks 10
0 : 1.07301
1 : 2.49066
2 : 2.52217
3 : 2.06772
4 : 2.59554
5 : 2.06648
6 : 0.852188
7 : 1.07678
8 : 1.87548
9 : 1.41866
Event 3316
nTracks 10
0 : 1.5901
1 : 1.94884
2 : 2.21139
3 : 2.2682
4 : 0.558965
5 : 1.31319
6 : 3.04607
7 : 1.11928
8 : 0.174541
9 : 1.58462
Event 3317
nTracks 10
0 : 1.92364
1 : 0.844129
2 : 2.96609
3 : 3.08999
4 : 2.15488
5 : 1.71167
6 : 0.946208
7 : 1.23532
8 : 1.6389
9 : 0.221683
Event 3318
nTracks 10
0 : 1.57208
1 : 2.72963
2 : 1.11028
3 : 2.08705
4 : 0.579752
5 : 0.0985226
6 : 0.210689
7 : 0.607115
8 : 2.21655
9 : 2.81763
Event 3319
nTracks 10
0 : 1.89314
1 : 1.25272
2 : 1.82384
3 : 1.51008
4 : 1.41291
5 : 0.0303929
6 : 0.871066
7 : 1.2454
8 : 2.32628
9 : 1.96453
Event 3320
nTracks 10
0 : 2.04746
1 : 2.50678
2 : 2.93419
3 : 1.94177
4 : 0.558301
5 : 2.22592
6 : 3.00557
7 : 1.70732
8 : 0.320532
9 : 3.04059
Event 3321
nTracks 10
0 : 1.51133
1 : 1.47189
2 : 0.700285
3 : 1.86413
4 : 0.469862
5 : 2.21184
6 : 1.80612
7 : 1.79129
8 : 1.19517
9 : 2.30105
Event 3322
nTracks 10
0 : 2.32875
1 : 2.05773
2 : 2.79595
3 : 0.444226
4 : 0.469586
5 : 2.35392
6 : 0.178299
7 : 0.744883
8 : 1.51176
9 : 0.549125
Event 3323
nTracks 10
0 : 0.947308
1 : 2.84025
2 : 3.0635
3 : 0.299205
4 : 1.68375
5 : 2.44911
6 : 1.36444
7 : 0.340663
8 : 3.10298
9 : 0.144809
Event 3324
nTracks 10
0 : 0.655043
1 : 1.99261
2 : 2.13033
3 : 0.838105
4 : 2.2192
5 : 1.49709
6 : 1.05593
7 : 0.881913
8 : 1.69602
9 : 0.209292
Event 3325
nTracks 10
0 : 0.813706
1 : 0.921912
2 : 1.04851
3 : 0.384615
4 : 2.47215
5 : 2.57195
6 : 1.03654
7 : 2.68123
8 : 0.150343
9 : 2.2717
Event 3326
nTracks 10
0 : 1.9869
1 : 2.89457
2 : 1.48604
3 : 1.16116
4 : 2.61775
5 : 3.01844
6 : 2.79596
7 : 1.46542
8 : 1.83734
9 : 0.720793
Event 3327
nTracks 10
0 : 2.77013
1 : 2.06625
2 : 3.0417
3 : 1.80851
4 : 0.422529
5 : 1.23139
6 : 2.49457
7 : 2.68765
8 : 0.126924
9 : 0.525313
Event 3328
nTracks 10
0 : 1.65461
1 : 2.20037
2 : 2.13197
3 : 0.111005
4 : 0.171552
5 : 1.41862
6 : 1.22821
7 : 0.772338
8 : 2.54913
9 : 0.11646
Event 3329
nTracks 10
0 : 2.11988
1 : 1.77845
2 : 0.184002
3 : 1.13344
4 : 2.35715
5 : 1.45285
6 : 2.0183
7 : 1.47615
8 : 0.0359731
9 : 2.27419
Event 3330
nTracks 10
0 : 2.15339
1 : 0.388472
2 : 2.06781
3 : 2.18172
4 : 2.81375
5 : 2.61317
6 : 2.93121
7 : 2.42269
8 : 0.269209
9 : 2.82598
Event 3331
nTracks 10
0 : 0.847824
1 : 0.170633
2 : 2.53446
3 : 1.91086
4 : 2.0105
5 : 1.19995
6 : 1.48524
7 : 0.39803
8 : 2.03836
9 : 3.13257
Event 3332
nTracks 10
0 : 0.360934
1 : 0.863096
2 : 0.506337
3 : 2.60406
4 : 2.45245
5 : 0.427037
6 : 1.14646
7 : 2.80361
8 : 0.99418
9 : 0.146786
Event 3333
nTracks 10
0 : 2.63432
1 : 2.04016
2 : 2.85953
3 : 0.676495
4 : 0.453088
5 : 1.45616
6 : 0.295524
7 : 2.42076
8 : 1.65015
9 : 2.01377
Event 3334
nTracks 10
0 : 1.29922
1 : 0.226749
2 : 1.40018
3 : 2.12816
4 : 2.28517
5 : 3.03711
6 : 1.29579
7 : 2.18129
8 : 2.56789
9 : 2.13297
Event 3335
nTracks 10
0 : 0.588521
1 : 1.9738
2 : 1.38132
3 : 0.767215
4 : 1.30268
5 : 1.25193
6 : 0.499128
7 : 2.29422
8 : 2.82256
9 : 1.18342
Event 3336
nTracks 10
0 : 1.23442
1 : 2.23099
2 : 1.25495
3 : 2.86993
4 : 2.97249
5 : 1.02882
6 : 2.55406
7 : 0.271935
8 : 0.895736
9 : 2.89761
Event 3337
nTracks 10
0 : 0.175303
1 : 2.9688
2 : 2.67288
3 : 2.36149
4 : 2.10511
5 : 2.48838
6 : 1.02561
7 : 1.02294
8 : 1.05708
9 : 1.81326
Event 3338
nTracks 10
0 : 2.75696
1 : 0.0128098
2 : 0.26291
3 : 1.9277
4 : 1.32209
5 : 2.80474
6 : 1.14645
7 : 0.865331
8 : 0.299509
9 : 2.57633
Event 3339
nTracks 10
0 : 2.25873
1 : 2.74288
2 : 1.29337
3 : 2.28453
4 : 2.6046
5 : 0.546104
6 : 0.864914
7 : 1.60436
8 : 2.0282
9 : 1.69759
Event 3340
nTracks 10
0 : 1.5725
1 : 0.897739
2 : 3.09217
3 : 3.05069
4 : 0.279978
5 : 2.12651
6 : 2.7587
7 : 0.321303
8 : 2.32118
9 : 2.11658
Event 3341
nTracks 10
0 : 1.26773
1 : 0.0576247
2 : 1.04597
3 : 1.24672
4 : 2.84152
5 : 0.611355
6 : 1.21467
7 : 2.17376
8 : 0.794727
9 : 0.0591827
Event 3342
nTracks 10
0 : 1.95955
1 : 1.36921
2 : 2.22929
3 : 2.99706
4 : 0.0459611
5 : 0.313509
6 : 0.298345
7 : 2.6241
8 : 1.31194
9 : 0.892687
Event 3343
nTracks 10
0 : 2.19698
1 : 2.20945
2 : 2.21506
3 : 0.462097
4 : 2.94023
5 : 3.0825
6 : 1.30588
7 : 1.13578
8 : 1.58594
9 : 0.54949
Event 3344
nTracks 10
0 : 1.78158
1 : 1.05124
2 : 2.09281
3 : 0.540067
4 : 0.601722
5 : 1.56474
6 : 2.08229
7 : 0.67616
8 : 1.16734
9 : 1.77524
Event 3345
nTracks 10
0 : 1.2777
1 : 2.09618
2 : 0.386972
3 : 0.102806
4 : 2.51726
5 : 1.71253
6 : 1.82812
7 : 1.97186
8 : 1.3312
9 : 0.325004
Event 3346
nTracks 10
0 : 2.80516
1 : 0.390176
2 : 1.26388
3 : 2.13322
4 : 1.77637
5 : 2.87042
6 : 1.59179
7 : 1.60443
8 : 2.88892
9 : 2.07663
Event 3347
nTracks 10
0 : 0.0716365
1 : 2.95214
2 : 0.866456
3 : 1.35845
4 : 0.305558
5 : 0.0246262
6 : 2.4158
7 : 2.70934
8 : 1.48628
9 : 0.143839
Event 3348
nTracks 10
0 : 2.22257
1 : 0.362523
2 : 2.53678
3 : 1.37042
4 : 0.704693
5 : 0.391658
6 : 0.70165
7 : 1.32591
8 : 0.403851
9 : 1.94812
Event 3349
nTracks 10
0 : 2.96778
1 : 2.07254
2 : 0.847078
3 : 0.682644
4 : 1.62346
5 : 0.839936
6 : 0.327248
7 : 2.89151
8 : 0.303345
9 : 2.58999
Event 3350
nTracks 10
0 : 0.203628
1 : 1.06163
2 : 0.223999
3 : 2.11613
4 : 2.00779
5 : 0.34508
6 : 0.931962
7 : 0.0823429
8 : 1.91502
9 : 3.00063
Event 3351
nTracks 10
0 : 0.482752
1 : 1.89348
2 : 2.79728
3 : 1.93341
4 : 0.9222
5 : 1.98736
6 : 2.44821
7 : 0.389049
8 : 0.904944
9 : 0.442932
Event 3352
nTracks 10
0 : 0.00426297
1 : 2.88011
2 : 2.73302
3 : 1.15173
4 : 2.84528
5 : 1.45823
6 : 2.39895
7 : 1.08196
8 : 2.57193
9 : 2.77408
Event 3353
nTracks 10
0 : 1.32317
1 : 1.53251
2 : 1.28194
3 : 0.301437
4 : 3.06164
5 : 3.00004
6 : 2.8677
7 : 3.03927
8 : 1.09328
9 : 0.549034
Event 3354
nTracks 10
0 : 1.46268
1 : 0.0949293
2 : 2.13139
3 : 1.57114
4 : 2.46406
5 : 1.39843
6 : 0.596425
7 : 1.11322
8 : 2.75234
9 : 1.20703
